LOTE,REPETIÇÃO,SEMENTE,CLASSE,VIGOR,% VERMELHO
8,2,23,4,1,"19,98214845"
8,2,24,4,1,"61,28107913"
8,2,25,5,1,"29,9731093"
8,2,26,3,0,"10,77976794"
8,2,27,4,1,"38,16616956"
8,2,28,4,1,"37,48032314"
8,2,29,4,1,"26,7268037"
8,2,30,4,1,"92,42251987"
8,2,31,3,0,"41,49146075"
8,2,32,4,1,"29,7875543"
8,2,33,4,1,"19,7135529"
8,2,34,3,0,"48,23185743"
8,2,35,3,0,"60,08081557"
8,2,36,4,1,"7,236557115"
8,2,37,3,0,"6,372331529"
8,2,38,4,1,"65,08988529"
8,2,39,4,1,"29,71497465"
8,2,40,4,1,"6,160450056"
8,2,41,4,1,"67,93297958"
8,2,42,4,1,"93,26093728"
8,2,43,4,1,"77,73056368"
8,2,44,2,0,"41,94491212"
8,2,45,4,1,"35,48785869"
8,2,46,4,1,"21,13749894"
8,2,47,4,1,"64,67946833"
8,2,48,4,1,"24,99939755"
8,2,49,3,0,"97,0498797"
8,2,50,4,1,"78,60143134"
9,1,1,2,0,"85,71996518"
9,1,2,3,0,"61,8942375"
9,1,3,4,1,"71,68633281"
9,1,4,3,0,"97,45810628"
9,1,5,4,1,"71,35450283"
9,1,6,2,0,"15,28729461"
9,1,7,2,0,"57,7750658"
9,1,8,2,0,"7,889398706"
9,1,9,2,0,"78,39852332"
9,1,10,2,0,"29,56457717"
9,1,11,2,0,"9,011530905"
9,1,12,2,0,"90,98473566"
9,1,13,2,0,"28,95923102"
9,1,14,2,0,"3,045057548"
9,1,15,4,1,"4,002280224"
9,1,16,2,0,"39,14766728"
9,1,17,4,1,"37,72281503"
9,1,18,2,0,"2,15069893"
9,1,19,4,1,"53,11249443"
9,1,20,3,0,"98,53875592"
9,1,21,4,1,"65,99307994"
9,1,22,4,1,"68,11844251"
9,1,23,2,0,"29,69221574"
9,1,24,2,0,"80,70381541"
9,1,25,4,1,"54,69403381"
9,1,26,3,0,"62,63175377"
9,1,27,3,0,"21,88790896"
9,1,28,2,0,"34,14982915"
9,1,29,2,0,"17,94345986"
9,1,30,4,1,"35,17506342"
9,1,31,2,0,"75,95307572"
9,1,32,2,0,"60,86915447"
9,1,33,3,0,"23,82411032"
9,1,34,4,1,"71,96519834"
9,1,35,3,0,"42,30362209"
9,1,36,2,0,"47,67592873"
9,1,37,3,0,"49,62356833"
9,1,38,2,0,"3,989766406"
9,1,39,3,0,"41,52078425"
9,1,40,3,0,"57,7068079"
9,1,41,3,0,"75,08350607"
9,1,42,4,1,"9,983119885"
9,1,43,2,0,"39,08633862"
9,1,44,4,1,"93,55153266"
9,1,45,4,1,"69,09345686"
9,1,46,3,0,"49,09643199"
9,1,47,2,0,"54,84198212"
9,1,48,2,0,"0,2170328785"
9,1,49,3,0,"32,78384038"
9,1,50,2,0,"97,56907213"
9,2,1,3,0,"35,99668447"
9,2,2,4,1,"23,49209885"
9,2,3,4,1,"85,11749183"
9,2,4,4,1,"43,88437009"
9,2,5,3,0,"90,96293346"
9,2,6,4,1,"77,26790631"
9,2,7,2,0,"15,84844529"
9,2,8,7,1,"17,69355185"
9,2,9,2,0,"15,38474759"
9,2,10,3,0,"1,982986905"
9,2,11,3,0,"85,11129733"
9,2,12,2,0,"89,21742593"
9,2,13,2,0,"41,42746175"
9,2,14,2,0,"15,59949223"
9,2,15,4,1,"18,92398247"
9,2,16,4,1,"77,8862552"
9,2,17,4,1,"6,731189716"
9,2,18,4,1,"68,38091141"
9,2,19,3,0,"35,53132456"
9,2,20,2,0,"51,6539003"
9,2,21,3,0,"70,38704364"
9,2,22,4,1,"13,22962927"
9,2,23,4,1,"38,78626244"
9,2,24,4,1,"81,72321876"
9,2,25,4,1,"99,87709914"
9,2,26,4,1,"94,45607861"
9,2,27,4,1,"31,66019101"
9,2,28,4,1,"41,34543417"
9,2,29,4,1,"15,12619656"
9,2,30,4,1,"39,58943241"
9,2,31,2,0,"35,49336634"
9,2,32,4,1,"1,906961406"
9,2,33,2,0,"3,645687989"
9,2,34,3,0,"11,20311598"
9,2,35,3,0,"48,74087543"
9,2,36,4,1,"84,69297968"
9,2,37,4,1,"14,20625344"
9,2,38,4,1,"38,71668858"
9,2,39,4,1,"42,73920557"
9,2,40,4,1,"72,51781027"
9,2,41,2,0,"95,55895131"
9,2,42,3,0,"3,748926643"
9,2,43,2,0,"71,41293183"
9,2,44,4,1,"71,83796217"
9,2,45,4,1,"71,43069704"
9,2,46,3,0,"96,83520971"
9,2,47,2,0,"66,8606649"
9,2,48,3,0,"43,01444697"
9,2,49,4,1,"33,35242339"
9,2,50,4,1,"98,18560254"
10,1,1,4,1,"3,403821202"
10,1,2,4,1,"84,06678277"
10,1,3,5,1,"88,83512721"
10,1,4,5,1,"60,64831908"
10,1,5,4,1,"38,95141001"
10,1,6,3,0,"61,56187917"
10,1,7,4,1,"23,9911629"
10,1,8,4,1,"89,15649488"
10,1,9,5,1,"84,42849219"
10,1,10,4,1,"31,20676692"
10,1,11,5,1,"26,90502966"
10,1,12,5,1,"17,67454887"
10,1,13,4,1,"9,535525118"
10,1,14,4,1,"80,26491896"
10,1,15,4,1,"70,89007471"
10,1,16,7,1,"82,02359144"
10,1,17,6,1,"66,25035026"
10,1,18,5,1,"54,09170928"
10,1,19,4,1,"75,22444127"
10,1,20,5,1,"74,95372979"
10,1,21,4,1,"0,2540848081"
10,1,22,4,1,"99,88530543"
10,1,23,4,1,"45,04170803"
10,1,24,4,1,"48,4443222"
10,1,25,4,1,"24,85672376"
10,1,26,5,1,"72,17510305"
10,1,27,5,1,"41,75865906"
10,1,28,4,1,"97,45154258"
10,1,29,4,1,"52,0177952"
10,1,30,5,1,"96,62058193"
10,1,31,4,1,"50,75464852"
10,1,32,4,1,"19,18591102"
10,1,33,5,1,"10,7019445"
10,1,34,5,1,"81,36921235"
10,1,35,4,1,"93,9740972"
10,1,36,4,1,"92,49069066"
10,1,37,4,1,"34,07881663"
10,1,38,4,1,"98,52289289"
10,1,39,4,1,"81,70562843"
10,1,40,4,1,"63,00538812"
10,1,41,4,1,"63,97120582"
10,1,42,5,1,"32,18810046"
10,1,43,5,1,"9,998438701"
10,1,44,5,1,"51,53680621"
10,1,45,5,1,"3,474905415"
10,1,46,5,1,"4,135775867"
10,1,47,6,1,"88,0084894"
10,1,48,6,1,"25,42343221"
10,1,49,6,1,"46,81827035"
10,1,50,6,1,"43,27272852"
10,2,1,4,1,"23,02417497"
10,2,2,3,0,"85,66722426"
10,2,3,4,1,"29,29899786"
10,2,4,3,0,"60,9270993"
10,2,5,4,1,"0,003103400612"
10,2,6,4,1,"26,22009712"
10,2,7,4,1,"69,5302"
10,2,8,4,1,"30,37626643"
10,2,9,4,1,"67,15870726"
10,2,10,6,1,"16,05073497"
10,2,11,6,1,"21,24735114"
10,2,12,3,0,"46,09627621"
10,2,13,4,1,"79,46740819"
10,2,14,4,1,"39,48062051"
10,2,15,4,1,"12,57220652"
10,2,16,4,1,"55,88773886"
10,2,17,4,1,"57,92408035"
10,2,18,4,1,"5,766447894"
10,2,19,5,1,"26,89938268"
10,2,20,5,1,"17,33386476"
10,2,21,4,1,"93,95563949"
10,2,22,4,1,"5,019383707"
10,2,23,3,0,"71,46574522"
10,2,24,4,1,"28,97211019"
10,2,25,3,0,"65,60951705"
10,2,26,6,1,"44,28989992"
10,2,27,4,1,"87,18231912"
10,2,28,5,1,"26,11168666"
10,2,29,4,1,"34,9659394"
10,2,30,3,0,"45,01019285"
10,2,31,4,1,"76,45299872"
10,2,32,4,1,"11,40496613"
10,2,33,4,1,"64,67984704"
10,2,34,6,1,"20,97451626"
10,2,35,4,1,"64,47377774"
10,2,36,3,0,"11,08159145"
10,2,37,4,1,"25,64039874"
10,2,38,4,1,"84,65095691"
10,2,39,4,1,"63,90085604"
10,2,40,4,1,"9,179892156"
10,2,41,3,0,"67,44298462"
10,2,42,4,1,"48,85656424"
10,2,43,6,1,"82,79542493"
10,2,44,4,1,"14,16098211"
10,2,45,4,1,"88,70073294"
10,2,46,4,1,"0,690936575"
10,2,47,4,1,"1,397521315"
10,2,48,4,1,"54,9666836"
10,2,49,4,1,"75,17954493"
10,2,50,4,1,"25,11171006"
